Id;ADC_ADC_Name__c;ADC_Benefit_Type__c;ADC_DME_Fax__c;ADC_DME_Name__c;ADC_DME_Phone__c;ADC_External_ID__c;ADC_Product__c;ADC_State__c;ADC_Valid_Contract_Status__c;ADC_Valid_Dispense_Status__c;ADC_Type__c;JF_State Name;JF_Insurance
7130;Mutual Of Omaha Insurance Company;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Mutual Of Omaha Insurance Company_Total Medical Supply, Inc_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Mutual Of Omaha Insurance Company
551;MVP Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;MVP Health Plan_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; MVP Health Plan
4304;MVP Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;MVP Health Plan_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; MVP Health Plan
7182;MVP Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;MVP Health Plan_Total Medical Supply, Inc_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; MVP Health Plan
9137;Neighborhood Health Plan Of Rhode Island;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Neighborhood Health Plan Of Rhode Island_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Neighborhood Health Plan Of Rhode Island
9189;Optimum Healthcare - Anthem;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Optimum Healthcare - Anthem_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Optimum Healthcare - Anthem
1892;Oxford Health Plans - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Oxford Health Plans - Unitedhealthcare_Byram Healthcare_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Oxford Health Plans - Unitedhealthcare
9241;Peach State Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Peach State Health Plan - Centene_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Peach State Health Plan - Centene
573;Pennsylvania Health & Wellness - Centene;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Pennsylvania Health & Wellness - Centene_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Pennsylvania Health & Wellness - Centene
1908;Pennsylvania Health & Wellness - Centene;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Pennsylvania Health & Wellness - Centene_Byram Healthcare_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Pennsylvania Health & Wellness - Centene
3398;Pennsylvania Health & Wellness - Centene;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Pennsylvania Health & Wellness - Centene_Edwards Health Care Services_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Pennsylvania Health & Wellness - Centene
4326;Pennsylvania Health & Wellness - Centene;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Pennsylvania Health & Wellness - Centene_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Pennsylvania Health & Wellness - Centene
9293;Pennsylvania Health & Wellness - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Pennsylvania Health & Wellness - Centene_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Pennsylvania Health & Wellness - Centene
1947;Preferred Care Partners - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Preferred Care Partners - Unitedhealthcare_Byram Healthcare_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Preferred Care Partners - Unitedhealthcare
614;Priority Health Medicare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Priority Health Medicare_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Priority Health Medicare
4367;Priority Health Medicare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Priority Health Medicare_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Priority Health Medicare
669;San Mateo Health Commission;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;San Mateo Health Commission_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; San Mateo Health Commission
4422;San Mateo Health Commission;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;San Mateo Health Commission_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; San Mateo Health Commission
722;Santa Clara County Health Authority;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Santa Clara County Health Authority_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Santa Clara County Health Authority
4475;Santa Clara County Health Authority;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Santa Clara County Health Authority_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Santa Clara County Health Authority
776;Selecthealth;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Selecthealth_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Selecthealth
4529;Selecthealth;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Selecthealth_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Selecthealth
9350;Summacare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Summacare_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Summacare
9402;Trillium Community Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Trillium Community Health Plan - Centene_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Trillium Community Health Plan - Centene
834;United Healthcare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Unitedhealthcare_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; United Healthcare
2024;United Healthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Unitedhealthcare_Byram Healthcare_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; United Healthcare
4587;United Healthcare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Unitedhealthcare_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; United Healthcare
7241;United Healthcare;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Unitedhealthcare_Total Medical Supply, Inc_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; United Healthcare
9455;Upmc For You;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc For You_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upmc For You
9469;Upmc Health Benefits;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Benefits_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upmc Health Benefits
9470;Upmc Health Coverage;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Coverage_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upmc Health Coverage
9509;Upmc Health Network;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Network_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upmc Health Network
9561;Upmc Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Plan_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upmc Health Plan
886;Upper Peninsula Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Upper Peninsula Health Plan_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upper Peninsula Health Plan
4639;Upper Peninsula Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Upper Peninsula Health Plan_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Upper Peninsula Health Plan
938;VIVA Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;VIVA Health_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; VIVA Health
4691;VIVA Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;VIVA Health_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; VIVA Health
990;Wellcare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Wellcare_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Wellcare
2079;Wellcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Wellcare_Byram Healthcare_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Wellcare
4743;Wellcare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Wellcare_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Wellcare
9613;Wellcare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Wellcare_CCS Medical_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Wellcare
7294;WPS Health Insurance;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;WPS Health Insurance_Total Medical Supply, Inc_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; WPS Health Insurance
1043;Zing Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Zing Health_Advanced Diabetes Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Zing Health
4796;Zing Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Zing Health_United States Medical Supply_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Zing Health
2133;Aetna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Aetna_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Aetna
2197;Anthem Blue Cross;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Anthem Blue Cross_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Anthem Blue Cross
2253;Banner Health;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Banner Health_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Banner Health
2305;Blue Advantage Plus;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Blue Advantage Plus_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Blue Advantage Plus
2357;Blue Cross Blue Shield;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Blue Cross Blue Shield_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Blue Cross Blue Shield
2384;Bravo Health - Cigna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Bravo Health - Cigna_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Bravo Health - Cigna
2429;Care Improvement Plus - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Care Improvement Plus - Unitedhealthcare_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Care Improvement Plus - Unitedhealthcare
2453;Centene Corporation;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Centene Corporation_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Centene Corporation
2502;Cigna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Cigna_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Cigna
2578;Health Alliance Connect;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Alliance Connect_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Health Alliance Connect
2631;Health Care Service Corporation;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Care Service Corporation_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Health Care Service Corporation
2664;Highmark Choice;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Highmark Choice_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Highmark Choice
2666;Highmark Health;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Highmark Health_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Highmark Health
2683;Keystone Health Plan East;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Keystone Health Plan East_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Keystone Health Plan East
2735;Mutual Of Omaha Insurance Company;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Mutual Of Omaha Insurance Company_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Mutual Of Omaha Insurance Company
2794;Oxford Health Plans - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Oxford Health Plans - Unitedhealthcare_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Oxford Health Plans - Unitedhealthcare
2862;Selectcare - Wellcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Selectcare - Wellcare_Edgepark Medical Supplies_PA_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PA;TRUE;TRUE;MEDICARE;PA; Selectcare - Wellcare
7347;Absolute Total Care - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Absolute Total Care - Centene_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Absolute Total Care - Centene
41;Aetna;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Aetna_Advanced Diabetes Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna
1323;Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna_Byram Healthcare_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna
2952;Aetna;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Aetna_Edwards Health Care Services_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna
3794;Aetna;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Aetna_United States Medical Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna
6466;Aetna;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Aetna_Total Medical Supply, Inc_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna
7399;Aetna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aetna_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna
1375;Aetna Better Health;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna Better Health_Byram Healthcare_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aetna Better Health
103;Allcare Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Allcare Health_Advanced Diabetes Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Allcare Health
3856;Allcare Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Allcare Health_United States Medical Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Allcare Health
6521;Amerigroup Insurance Company - Anthem;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Amerigroup Insurance Company - Anthem_Total Medical Supply, Inc_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Amerigroup Insurance Company - Anthem
167;Anthem;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Anthem_Advanced Diabetes Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Anthem
1438;Anthem;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem_Byram Healthcare_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Anthem
3920;Anthem;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Anthem_United States Medical Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Anthem
1490;Anthem Blue Cross;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem Blue Cross_Byram Healthcare_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Anthem Blue Cross
3009;Arcadian Health Plan - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Arcadian Health Plan - Humana_Edwards Health Care Services_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Arcadian Health Plan - Humana
7454;Arcadian Health Plan - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arcadian Health Plan - Humana_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Arcadian Health Plan - Humana
7506;Arkansas Health And Wellness - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arkansas Health And Wellness - Centene_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Arkansas Health And Wellness - Centene
7558;Aspire Health Plan - Montage Health;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aspire Health Plan - Montage Health_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aspire Health Plan - Montage Health
7611;Aultcare Health Insuring Corporation;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aultcare Health Insuring Corporation_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Aultcare Health Insuring Corporation
7663;Baycare Select Health Plans;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Baycare Select Health Plans_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Baycare Select Health Plans
6585;Blue Cross Blue Shield;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Blue Cross Blue Shield_Total Medical Supply, Inc_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Blue Cross Blue Shield
6637;Blue Cross Blue Shield Of Alabama;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Blue Cross Blue Shield Of Alabama_Total Medical Supply, Inc_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Blue Cross Blue Shield Of Alabama
7722;Blue Cross Of Idaho;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Blue Cross Of Idaho_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Blue Cross Of Idaho
7775;Bravo Health - Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bravo Health - Cigna_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Bravo Health - Cigna
7827;Bridgeway Health Solutions - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bridgeway Health Solutions - Centene_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Bridgeway Health Solutions - Centene
250;Bright Health Management;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Bright Health Management_Advanced Diabetes Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Bright Health Management
3070;Bright Health Management;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Bright Health Management_Edwards Health Care Services_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Bright Health Management
4003;Bright Health Management;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Bright Health Management_United States Medical Supply_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Bright Health Management
7879;Buckeye Health Plan Community Solutions - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Buckeye Health Plan Community Solutions - Centene_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Buckeye Health Plan Community Solutions - Centene
7933;Capital District Physicians' Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Capital District Physicians' Health Plan_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Capital District Physicians' Health Plan
7985;Captial Advantage - Capital Blue;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Captial Advantage - Capital Blue_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Captial Advantage - Capital Blue
1587;Care Improvement Plus - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Care Improvement Plus - Unitedhealthcare_Byram Healthcare_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Care Improvement Plus - Unitedhealthcare
6702;Care Improvement Plus - Unitedhealthcare;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Care Improvement Plus - Unitedhealthcare_Total Medical Supply, Inc_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Care Improvement Plus - Unitedhealthcare
3124;Careplus Health Plans - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Careplus Health Plans - Humana_Edwards Health Care Services_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Careplus Health Plans - Humana
8037;Careplus Health Plans - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Careplus Health Plans - Humana_CCS Medical_PR_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;PR;TRUE;TRUE;MEDICARE;PR; Careplus Health Plans - Humana
